node_id,random_community_feature,community_id,is_outlier
18,44.88420493786379,0,1
47,35.36227456301782,0,1
82,35.76826289745185,0,1
107,35.45467965966638,0,1
120,43.485161762763866,0,1
126,41.75851267389485,0,1
137,35.92578143353565,0,1
139,49.39197330043745,0,1
165,40.315927258860995,0,1
178,50.23502242075176,0,1
194,45.16777989742839,0,1
214,43.18889548771112,0,1
225,38.33286568133028,0,1
233,42.388420751296124,0,1
284,52.2580863973757,0,1
301,37.529936459196115,0,1
324,33.11737345783797,0,1
334,35.570190709059915,0,1
339,53.052199815641664,0,1
343,53.72690970943873,0,1
365,32.226908426112715,0,1
413,54.995472246956425,0,1
427,41.26213211874535,0,1
470,48.65531785513471,0,1
512,42.830138785154155,0,1
516,46.11738405340782,0,1
548,40.27442426123599,0,1
549,35.748451121851275,0,1
553,38.09416814085788,0,1
567,35.34900774186453,0,1
601,37.57334363186104,0,1
615,45.51759025772891,0,1
620,54.72960026746458,0,1
622,36.527008666663946,0,1
644,43.57536409209398,0,1
723,37.258389000348586,0,1
741,46.41649362589855,0,1
779,34.309119794532386,0,1
808,46.984630694072,0,1
820,37.5911188729775,0,1
824,45.13268130787626,0,1
825,37.447457716936654,0,1
863,32.15471903739638,0,1
866,37.534013530549466,0,1
893,32.682038246766055,0,1
913,48.79742832841192,0,1
927,38.761853378686396,0,1
928,43.9343926498057,0,1
942,29.767825091928138,0,1
967,40.49136597947123,0,1
1023,46.2861707213213,0,1
1046,36.54716715924069,0,1
1063,40.61334528379893,0,1
1074,35.442470241440226,0,1
1091,38.41706694192731,0,1
1161,32.574648161858796,0,1
1164,31.47448622504083,0,1
1189,27.534461843475178,0,1
1240,35.2185294018455,0,1
1248,30.21716442647717,0,1
1262,48.59122008183829,0,1
1310,43.188356036447814,0,1
1353,42.203896050725525,0,1
1356,52.42953917804525,0,1
1358,30.19508513286236,0,1
1371,57.36258017533315,0,1
1375,42.344663297127866,0,1
1387,33.82334453706231,0,1
1431,32.6344808302933,0,1
1455,42.34903660010827,0,1
1472,29.19022840376399,0,1
1481,33.0801637126754,0,1
1512,58.03788955230278,0,1
1529,37.59491410657787,0,1
1556,38.828876926409905,0,1
1589,42.93573294496473,0,1
1596,39.9165828181638,0,1
1603,27.077928561626074,0,1
1605,35.75327997311634,0,1
1614,58.023897583815376,0,1
1629,44.52748577177688,0,1
1652,50.24220149840263,0,1
1663,38.652533893965256,0,1
1687,44.340517307963964,0,1
1688,51.11108071950248,0,1
1690,39.24380087840805,0,1
1699,37.76611383409928,0,1
1711,27.687159762861995,0,1
1772,43.81609669234989,0,1
1773,54.097082676736996,0,1
1781,40.953677107137366,0,1
1856,34.774871134982725,0,1
1865,37.807110031326395,0,1
